ISO_A2,University,Count,Country,Region,Population
US,Dominican School of Philosophy and Theology,2074,United States of America,Americas,#N/A
US,Dominican University,2074,United States of America,Americas,#N/A
US,Dominion College,2074,United States of America,Americas,#N/A
US,Dordt College,2074,United States of America,Americas,#N/A
US,Dowling College,2074,United States of America,Americas,#N/A
US,Drake University,2074,United States of America,Americas,#N/A
US,Drew University,2074,United States of America,Americas,#N/A
US,Drexel University,2074,United States of America,Americas,#N/A
US,Drury College,2074,United States of America,Americas,#N/A
US,Duke University,2074,United States of America,Americas,#N/A
US,Duluth Business University,2074,United States of America,Americas,#N/A
US,Duquesne University,2074,United States of America,Americas,#N/A
US,D'Youville College,2074,United States of America,Americas,#N/A
US,Earlham College,2074,United States of America,Americas,#N/A
US,EarthNet Institute,2074,United States of America,Americas,#N/A
US,East Carolina University,2074,United States of America,Americas,#N/A
US,East Central University,2074,United States of America,Americas,#N/A
US,Eastern College,2074,United States of America,Americas,#N/A
US,Eastern Connecticut State University,2074,United States of America,Americas,#N/A
US,Eastern Conservatory of Music,2074,United States of America,Americas,#N/A
US,Eastern Illinois University,2074,United States of America,Americas,#N/A
US,Eastern Kentucky University,2074,United States of America,Americas,#N/A
US,Eastern Mennonite University,2074,United States of America,Americas,#N/A
US,Eastern Michigan University,2074,United States of America,Americas,#N/A
US,Eastern Nazarene College,2074,United States of America,Americas,#N/A
US,Eastern New Mexico University,2074,United States of America,Americas,#N/A
US,Eastern Oregon University,2074,United States of America,Americas,#N/A
US,Eastern Virginia Medical School,2074,United States of America,Americas,#N/A
US,Eastern Washington University,2074,United States of America,Americas,#N/A
US,East Stroudsburg State University,2074,United States of America,Americas,#N/A
US,East Tennessee State University,2074,United States of America,Americas,#N/A
US,East Texas Baptist University,2074,United States of America,Americas,#N/A
US,East-West University,2074,United States of America,Americas,#N/A
US,Eckerd College,2074,United States of America,Americas,#N/A
US,Edgewood College,2074,United States of America,Americas,#N/A
US,Edinboro University of Pennsylvania,2074,United States of America,Americas,#N/A
US,Edison Community College,2074,United States of America,Americas,#N/A
US,Edward Waters College,2074,United States of America,Americas,#N/A
US,Elizabeth City State University,2074,United States of America,Americas,#N/A
US,Elizabethtown College,2074,United States of America,Americas,#N/A
US,Elmhurst College,2074,United States of America,Americas,#N/A
US,Elmira College,2074,United States of America,Americas,#N/A
US,Elms College,2074,United States of America,Americas,#N/A
US,Elon College,2074,United States of America,Americas,#N/A
US,Embry-Riddle Aeronautical University,2074,United States of America,Americas,#N/A
US,"Embry Riddle Aeronautical University, Prescott",2074,United States of America,Americas,#N/A
US,Emerson College,2074,United States of America,Americas,#N/A
US,Emmanuel College,2074,United States of America,Americas,#N/A
US,Emmanuel College Georgia,2074,United States of America,Americas,#N/A
US,Emmaus Bible College,2074,United States of America,Americas,#N/A
US,Emory & Henry College,2074,United States of America,Americas,#N/A
US,Emory University,2074,United States of America,Americas,#N/A
US,Emporia State University,2074,United States of America,Americas,#N/A
US,Erskine College,2074,United States of America,Americas,#N/A
US,Eugene Bible College,2074,United States of America,Americas,#N/A
US,Eureka College,2074,United States of America,Americas,#N/A
US,Evangel University,2074,United States of America,Americas,#N/A
US,Evergreen State College,2074,United States of America,Americas,#N/A
US,Excel College,2074,United States of America,Americas,#N/A
US,Excelsior College,2074,United States of America,Americas,#N/A
US,Fairfield University,2074,United States of America,Americas,#N/A
US,"Fairleigh Dickinson University, Florham-Madison Campus",2074,United States of America,Americas,#N/A
US,"Fairleigh Dickinson University, Teaneck-Hackensack Campus",2074,United States of America,Americas,#N/A
US,Fairmont State College,2074,United States of America,Americas,#N/A
US,Fashion Institute of New York,2074,United States of America,Americas,#N/A
US,Faulkner University,2074,United States of America,Americas,#N/A
US,Fayetteville State University,2074,United States of America,Americas,#N/A
US,Felician College,2074,United States of America,Americas,#N/A
US,Ferris State University,2074,United States of America,Americas,#N/A
US,Ferrum College,2074,United States of America,Americas,#N/A
US,Fielding Institute,2074,United States of America,Americas,#N/A
US,Finch University of Health Sciences - The Chicago Medical School,2074,United States of America,Americas,#N/A
US,Finlandia University,2074,United States of America,Americas,#N/A
US,Fisher College,2074,United States of America,Americas,#N/A
US,Fisk University,2074,United States of America,Americas,#N/A
US,Fitchburg State College,2074,United States of America,Americas,#N/A
US,Flagler College,2074,United States of America,Americas,#N/A
US,Florida Agricultural and Mechanical University,2074,United States of America,Americas,#N/A
US,Florida Atlantic University,2074,United States of America,Americas,#N/A
US,Florida Christian College,2074,United States of America,Americas,#N/A
US,Florida Community College at Jacksonville,2074,United States of America,Americas,#N/A
US,Florida Gulf Coast University,2074,United States of America,Americas,#N/A
US,Florida Institute of Technology,2074,United States of America,Americas,#N/A
US,Florida International University,2074,United States of America,Americas,#N/A
US,Florida Memorial College,2074,United States of America,Americas,#N/A
US,"Florida Metropolitan University, Fort Lauderdale College",2074,United States of America,Americas,#N/A
US,"Florida Metropolitan University, Tampa College",2074,United States of America,Americas,#N/A
US,"Florida Metropolitan University, Tampa College Brandon",2074,United States of America,Americas,#N/A
US,"Florida Metropolitan University, Tampa College Lakeland",2074,United States of America,Americas,#N/A
US,Florida Southern College,2074,United States of America,Americas,#N/A
US,Florida State University,2074,United States of America,Americas,#N/A
US,Florida University of Medicine,2074,United States of America,Americas,#N/A
US,Fontbonne College,2074,United States of America,Americas,#N/A
US,Foothill-De Anza Community College District,2074,United States of America,Americas,#N/A
US,Fordham University,2074,United States of America,Americas,#N/A
US,Forest Institute of Professional Psychology,2074,United States of America,Americas,#N/A
US,Fort Hays State University,2074,United States of America,Americas,#N/A
US,Fort Lewis College,2074,United States of America,Americas,#N/A
US,Fort Valley State College,2074,United States of America,Americas,#N/A
US,Framingham State College,2074,United States of America,Americas,#N/A
US,Franciscan School of Theology,2074,United States of America,Americas,#N/A
US,Franciscan University of Steubenville,2074,United States of America,Americas,#N/A
US,Francis Marion University,2074,United States of America,Americas,#N/A
US,Franklin and Marshall College,2074,United States of America,Americas,#N/A
US,Franklin College,2074,United States of America,Americas,#N/A
US,Franklin Pierce College,2074,United States of America,Americas,#N/A
US,Franklin Pierce Law Center,2074,United States of America,Americas,#N/A
US,Franklin University,2074,United States of America,Americas,#N/A
US,Franklin W. Olin College of Engineering,2074,United States of America,Americas,#N/A
US,Frank Lloyd Wright School of Architecture,2074,United States of America,Americas,#N/A
US,Fred Hutchinson Cancer Research Center,2074,United States of America,Americas,#N/A
US,Freed-Hardeman University,2074,United States of America,Americas,#N/A
US,Free University (Virginia Theological University),2074,United States of America,Americas,#N/A
US,Free Will Baptist Bible College,2074,United States of America,Americas,#N/A
US,Fresno City College,2074,United States of America,Americas,#N/A
US,Fresno Pacific University,2074,United States of America,Americas,#N/A
US,Friends University,2074,United States of America,Americas,#N/A
US,Frostburg State University,2074,United States of America,Americas,#N/A
US,Full Sail University,2074,United States of America,Americas,#N/A
US,Furman University,2074,United States of America,Americas,#N/A
US,Gallaudet University,2074,United States of America,Americas,#N/A
US,Gannon University,2074,United States of America,Americas,#N/A
US,Gardner Webb University,2074,United States of America,Americas,#N/A
US,Gemological Institute of America,2074,United States of America,Americas,#N/A
US,Geneva College,2074,United States of America,Americas,#N/A
US,George Fox University,2074,United States of America,Americas,#N/A
US,George Mason University,2074,United States of America,Americas,#N/A
US,Georgetown College,2074,United States of America,Americas,#N/A
US,Georgetown University,2074,United States of America,Americas,#N/A
US,George Washington University,2074,United States of America,Americas,#N/A
US,George Wythe College,2074,United States of America,Americas,#N/A
US,Georgia Baptist College of Nursing,2074,United States of America,Americas,#N/A
US,Georgia College & State University,2074,United States of America,Americas,#N/A
US,Georgia Health Sciences University,2074,United States of America,Americas,#N/A
US,Georgia Institute of Technology,2074,United States of America,Americas,#N/A
US,Georgian Court College,2074,United States of America,Americas,#N/A
US,Georgia School of Professional Psychology,2074,United States of America,Americas,#N/A
US,Georgia Southern University,2074,United States of America,Americas,#N/A
US,Georgia Southwestern University,2074,United States of America,Americas,#N/A
US,Georgia State University,2074,United States of America,Americas,#N/A
US,Gettysburg College,2074,United States of America,Americas,#N/A
US,Glendale University College of Law,2074,United States of America,Americas,#N/A
US,Glenville State College,2074,United States of America,Americas,#N/A
US,Goddard College,2074,United States of America,Americas,#N/A
US,God's Bible School and College,2074,United States of America,Americas,#N/A
US,Golden Gate University,2074,United States of America,Americas,#N/A
US,Goldey-Beacom College,2074,United States of America,Americas,#N/A
US,Gonzaga University,2074,United States of America,Americas,#N/A
US,Gordon College,2074,United States of America,Americas,#N/A
US,Gordon Conwell Theological Seminary,2074,United States of America,Americas,#N/A
US,Goshen College,2074,United States of America,Americas,#N/A
US,Goucher College,2074,United States of America,Americas,#N/A
US,Governors State University,2074,United States of America,Americas,#N/A
US,Grace Bible College,2074,United States of America,Americas,#N/A
US,Grace College,2074,United States of America,Americas,#N/A
US,Graceland College,2074,United States of America,Americas,#N/A
US,Grace University,2074,United States of America,Americas,#N/A
US,Graduate Theological Union,2074,United States of America,Americas,#N/A
US,Grambling State University,2074,United States of America,Americas,#N/A
US,Grand Canyon University,2074,United States of America,Americas,#N/A
US,Grand Valley State University,2074,United States of America,Americas,#N/A
US,Grand View College,2074,United States of America,Americas,#N/A
US,Grantham University,2074,United States of America,Americas,#N/A
US,Gratz College,2074,United States of America,Americas,#N/A
US,Great Lakes Christian College,2074,United States of America,Americas,#N/A
US,Green Mountain College,2074,United States of America,Americas,#N/A
US,Greensboro College,2074,United States of America,Americas,#N/A
US,Greenville College,2074,United States of America,Americas,#N/A
US,Grinnell College,2074,United States of America,Americas,#N/A
US,Grove City College,2074,United States of America,Americas,#N/A
US,Guilford College,2074,United States of America,Americas,#N/A
US,Gustavus Adolphus College,2074,United States of America,Americas,#N/A
US,Gwynedd-Mercy College,2074,United States of America,Americas,#N/A
US,Hagerstown Community College,2074,United States of America,Americas,#N/A
US,Hamilton College,2074,United States of America,Americas,#N/A
US,Hamilton Technical College,2074,United States of America,Americas,#N/A
US,Hamline University,2074,United States of America,Americas,#N/A
US,Hampden-Sydney College,2074,United States of America,Americas,#N/A
US,Hampshire College,2074,United States of America,Americas,#N/A
US,Hampton College,2074,United States of America,Americas,#N/A
US,Hampton University,2074,United States of America,Americas,#N/A
US,Hannibal-Lagrange College,2074,United States of America,Americas,#N/A
US,Hanover College,2074,United States of America,Americas,#N/A
US,Harding University,2074,United States of America,Americas,#N/A
US,Harding University Graduate School of Religion,2074,United States of America,Americas,#N/A
US,Hardin-Simmons University,2074,United States of America,Americas,#N/A
US,Harrington Institute of Interior Design,2074,United States of America,Americas,#N/A
US,Harris-Stowe State University,2074,United States of America,Americas,#N/A
US,Hartford College for Women,2074,United States of America,Americas,#N/A
US,Hartford Graduate Center (Rensselaer at Hartford),2074,United States of America,Americas,#N/A
US,Hartwick College,2074,United States of America,Americas,#N/A
US,Harvard University,2074,United States of America,Americas,#N/A
US,Harvey Mudd College,2074,United States of America,Americas,#N/A
US,Hastings College,2074,United States of America,Americas,#N/A
US,Haverford College,2074,United States of America,Americas,#N/A
US,Hawaii Pacific University,2074,United States of America,Americas,#N/A
US,Heartland Baptist Bible College,2074,United States of America,Americas,#N/A
US,Hebrew College,2074,United States of America,Americas,#N/A
US,Heidelberg College,2074,United States of America,Americas,#N/A
US,Henderson State Univerisity,2074,United States of America,Americas,#N/A
US,Hendrix College,2074,United States of America,Americas,#N/A
US,Heritage College,2074,United States of America,Americas,#N/A
US,Hesser College,2074,United States of America,Americas,#N/A
US,High Point University,2074,United States of America,Americas,#N/A
US,Hilbert College,2074,United States of America,Americas,#N/A
US,Hillsdale College,2074,United States of America,Americas,#N/A
US,Hiram College,2074,United States of America,Americas,#N/A
US,Hobart and William Smith Colleges,2074,United States of America,Americas,#N/A
US,Hobe Sound Bible College,2074,United States of America,Americas,#N/A
US,Hodges University,2074,United States of America,Americas,#N/A
US,Hofstra University,2074,United States of America,Americas,#N/A
US,Hollins University,2074,United States of America,Americas,#N/A
US,Holy Apostles College,2074,United States of America,Americas,#N/A
US,Holy Cross College,2074,United States of America,Americas,#N/A
US,Holy Family College,2074,United States of America,Americas,#N/A
US,Holy Names College,2074,United States of America,Americas,#N/A
US,Hood College,2074,United States of America,Americas,#N/A
US,Hope College,2074,United States of America,Americas,#N/A
US,Hope International University,2074,United States of America,Americas,#N/A
US,Houghton College,2074,United States of America,Americas,#N/A
US,Houston Baptist University,2074,United States of America,Americas,#N/A
US,Howard Payne University,2074,United States of America,Americas,#N/A
US,Howard University,2074,United States of America,Americas,#N/A
US,Humboldt State University,2074,United States of America,Americas,#N/A
US,Humphreys College,2074,United States of America,Americas,#N/A
US,Huntington College,2074,United States of America,Americas,#N/A
US,Huron University,2074,United States of America,Americas,#N/A
US,Husson College,2074,United States of America,Americas,#N/A
US,Huston-Tillotson College,2074,United States of America,Americas,#N/A
US,ICI University,2074,United States of America,Americas,#N/A
US,ICT College,2074,United States of America,Americas,#N/A
US,Idaho State University,2074,United States of America,Americas,#N/A
US,Iglobal University,2074,United States of America,Americas,#N/A
US,Illinois Benedictine University,2074,United States of America,Americas,#N/A
US,Illinois College,2074,United States of America,Americas,#N/A
US,Illinois College of Optometry,2074,United States of America,Americas,#N/A
US,Illinois Institute of Technology,2074,United States of America,Americas,#N/A
US,Illinois School of Professional Psychology - Chicago Campus,2074,United States of America,Americas,#N/A
US,Illinois School of Professional Psychology - Meadows Campus,2074,United States of America,Americas,#N/A
US,Illinois State University,2074,United States of America,Americas,#N/A
US,Illinois Valley Community College,2074,United States of America,Americas,#N/A
US,Illinois Wesleyan University,2074,United States of America,Americas,#N/A
US,Immaculata University,2074,United States of America,Americas,#N/A
US,IMPAC University,2074,United States of America,Americas,#N/A
US,Indiana Institute of Technologyy,2074,United States of America,Americas,#N/A
US,Indiana State University,2074,United States of America,Americas,#N/A
US,Indiana University at Bloomington,2074,United States of America,Americas,#N/A
US,Indiana University at Kokomo,2074,United States of America,Americas,#N/A
US,Indiana University at South Bend,2074,United States of America,Americas,#N/A
US,Indiana University - East,2074,United States of America,Americas,#N/A
US,Indiana University - Northwest,2074,United States of America,Americas,#N/A
US,Indiana University of Pennsylvania,2074,United States of America,Americas,#N/A
US,Indiana University-Purdue University at Columbus,2074,United States of America,Americas,#N/A
US,Indiana University-Purdue University at Fort Wayne,2074,United States of America,Americas,#N/A
US,Indiana University-Purdue University at Indianapolis,2074,United States of America,Americas,#N/A
US,Indiana University - Southeast,2074,United States of America,Americas,#N/A
US,Indiana University (System),2074,United States of America,Americas,#N/A
US,Indiana Wesleyan University,2074,United States of America,Americas,#N/A
US,Institute of Clinical Social Work,2074,United States of America,Americas,#N/A
US,Institute of Paper Science and Technology,2074,United States of America,Americas,#N/A
US,Institute of Textile Technology,2074,United States of America,Americas,#N/A
US,Institute of Transpersonal Psychology,2074,United States of America,Americas,#N/A
US,IntelliTec College - Grand Junction,2074,United States of America,Americas,#N/A
US,International Academy of  Merchandising and Design Chicago,2074,United States of America,Americas,#N/A
US,International Academy of  Merchandising and Design Tampa,2074,United States of America,Americas,#N/A
US,International Bible College,2074,United States of America,Americas,#N/A
US,International College,2074,United States of America,Americas,#N/A
US,Iona College,2074,United States of America,Americas,#N/A
US,Iowa State University of Science and Technology,2074,United States of America,Americas,#N/A
US,Iowa Wesleyan College,2074,United States of America,Americas,#N/A
US,Ithaca College,2074,United States of America,Americas,#N/A
US,ITT Technical Institute Fort Wayne,2074,United States of America,Americas,#N/A
US,ITT Technical Institute Indianapolis,2074,United States of America,Americas,#N/A
US,ITT Technical Institute Maitland,2074,United States of America,Americas,#N/A
US,ITT Technical Institute Portland,2074,United States of America,Americas,#N/A
US,ITT Technical Institute West Covina,2074,United States of America,Americas,#N/A
US,Jackson State University,2074,United States of America,Americas,#N/A
US,Jacksonville State University,2074,United States of America,Americas,#N/A
US,Jacksonville University,2074,United States of America,Americas,#N/A
US,James Madison University,2074,United States of America,Americas,#N/A
US,Jamestown College,2074,United States of America,Americas,#N/A
US,Jarvis Christian College,2074,United States of America,Americas,#N/A
US,John Brown University,2074,United States of America,Americas,#N/A
US,John Carroll University,2074,United States of America,Americas,#N/A
US,John F. Kennedy University,2074,United States of America,Americas,#N/A
US,John Marshall Law School,2074,United States of America,Americas,#N/A
US,John Paul the Great Catholic University,2074,United States of America,Americas,#N/A
US,Johns Hopkins University,2074,United States of America,Americas,#N/A
US,Johnson Bible College,2074,United States of America,Americas,#N/A
US,Johnson County Community College,2074,United States of America,Americas,#N/A
US,Johnson C. Smith University,2074,United States of America,Americas,#N/A
US,Johnson State College,2074,United States of America,Americas,#N/A
US,Johnson & Wales University,2074,United States of America,Americas,#N/A
US,"Johnson & Wales University, Charleston",2074,United States of America,Americas,#N/A
US,John Wesley College,2074,United States of America,Americas,#N/A
US,Jones College,2074,United States of America,Americas,#N/A
US,Jones International University,2074,United States of America,Americas,#N/A
US,Judson College Elgin,2074,United States of America,Americas,#N/A
US,Judson College Marion,2074,United States of America,Americas,#N/A
US,Juniata College,2074,United States of America,Americas,#N/A
US,Kalamazoo College,2074,United States of America,Americas,#N/A
US,Kankakee Community College,2074,United States of America,Americas,#N/A
US,Kansas City Art Institute,2074,United States of America,Americas,#N/A
US,Kansas State University,2074,United States of America,Americas,#N/A
US,Kansas Wesleyan University,2074,United States of America,Americas,#N/A
US,Kaplan University,2074,United States of America,Americas,#N/A
US,Katharine Gibbs School,2074,United States of America,Americas,#N/A
US,Kean University of New Jersey,2074,United States of America,Americas,#N/A
US,Keck Graduate Institute of Applied Life Sciences,2074,United States of America,Americas,#N/A
US,Keene State College,2074,United States of America,Americas,#N/A
US,Keller Graduate School of Management,2074,United States of America,Americas,#N/A
US,Kendall College,2074,United States of America,Americas,#N/A
US,Kendall College of Art and Design,2074,United States of America,Americas,#N/A
US,Kennesaw State University,2074,United States of America,Americas,#N/A
US,Kent State University,2074,United States of America,Americas,#N/A
US,Kent State University - Ashtabula,2074,United States of America,Americas,#N/A
US,Kent State University - East Liverpool,2074,United States of America,Americas,#N/A
US,Kent State University - Salem,2074,United States of America,Americas,#N/A
US,Kent State University - Stark,2074,United States of America,Americas,#N/A
US,Kent State University - Trumbull,2074,United States of America,Americas,#N/A
US,Kent State University - Tuscarawas,2074,United States of America,Americas,#N/A
US,Kentucky Christian College,2074,United States of America,Americas,#N/A
US,Kentucky State University,2074,United States of America,Americas,#N/A
US,Kentucky Wesleyan College,2074,United States of America,Americas,#N/A
US,Kenyon College,2074,United States of America,Americas,#N/A
US,Kettering University (GMI),2074,United States of America,Americas,#N/A
US,Keuka College,2074,United States of America,Americas,#N/A
US,King College,2074,United States of America,Americas,#N/A
US,King's College,2074,United States of America,Americas,#N/A
US,Kirksville College of Osteopathic Medicine,2074,United States of America,Americas,#N/A
US,Kirkwood Community College,2074,United States of America,Americas,#N/A
US,Knox College,2074,United States of America,Americas,#N/A
US,Knoxville College,2074,United States of America,Americas,#N/A
US,Kutztown University of Pennsylvania,2074,United States of America,Americas,#N/A
US,Laboratory Institute of Merchandising,2074,United States of America,Americas,#N/A
US,Lafayette College,2074,United States of America,Americas,#N/A
US,Lagrange College,2074,United States of America,Americas,#N/A
US,Lake Erie College,2074,United States of America,Americas,#N/A
US,Lake Forest College,2074,United States of America,Americas,#N/A
US,Lake Forest Graduate School of Management,2074,United States of America,Americas,#N/A
US,Lakeland College,2074,United States of America,Americas,#N/A
US,Lake Superior State University,2074,United States of America,Americas,#N/A
US,Lakeview College of Nursing,2074,United States of America,Americas,#N/A
US,Lamar University,2074,United States of America,Americas,#N/A
US,Lamar University - Port Arthur,2074,United States of America,Americas,#N/A
US,Lambuth University,2074,United States of America,Americas,#N/A
US,Lancaster Bible College,2074,United States of America,Americas,#N/A
US,Lander University,2074,United States of America,Americas,#N/A
US,Lane College,2074,United States of America,Americas,#N/A
US,Langston University,2074,United States of America,Americas,#N/A
US,La Roche College,2074,United States of America,Americas,#N/A
US,La Salle University,2074,United States of America,Americas,#N/A
US,Lasell College,2074,United States of America,Americas,#N/A
US,La Sierra University,2074,United States of America,Americas,#N/A
US,Laurus Technical Institute,2074,United States of America,Americas,#N/A
US,Lawrence Technological University,2074,United States of America,Americas,#N/A
US,Lawrence University,2074,United States of America,Americas,#N/A
US,Lebanon Valley College,2074,United States of America,Americas,#N/A
US,Lees-McRae College,2074,United States of America,Americas,#N/A
US,Lee University,2074,United States of America,Americas,#N/A
US,Lehigh Univervsity,2074,United States of America,Americas,#N/A
US,Le Moyne College,2074,United States of America,Americas,#N/A
US,Le Moyne-Owen College,2074,United States of America,Americas,#N/A
US,Lenoir-Rhyne College,2074,United States of America,Americas,#N/A
US,Lesley University,2074,United States of America,Americas,#N/A
US,Letourneau University,2074,United States of America,Americas,#N/A
US,Lewis and Clark College,2074,United States of America,Americas,#N/A
US,Lewis & Clark Community College,2074,United States of America,Americas,#N/A
US,Lewis-Clark State College,2074,United States of America,Americas,#N/A
US,Lewis University,2074,United States of America,Americas,#N/A
US,Liberty University,2074,United States of America,Americas,#N/A
US,Life Chiropractic College West,2074,United States of America,Americas,#N/A
US,Life University,2074,United States of America,Americas,#N/A
US,Limestone College,2074,United States of America,Americas,#N/A
US,Lincoln Memorial University,2074,United States of America,Americas,#N/A
US,Lincoln University Missouri,2074,United States of America,Americas,#N/A
US,Lincoln University Pennsylvania,2074,United States of America,Americas,#N/A
US,Lincoln University San Francisco,2074,United States of America,Americas,#N/A
US,Lindenwood University,2074,United States of America,Americas,#N/A
US,Lindsey Wilson College,2074,United States of America,Americas,#N/A
US,Linfield College,2074,United States of America,Americas,#N/A
US,Lipscomb University,2074,United States of America,Americas,#N/A
US,Livingstone College,2074,United States of America,Americas,#N/A
US,Lock Haven University of Pennsylvania,2074,United States of America,Americas,#N/A
US,Logan College of Chiropractic,2074,United States of America,Americas,#N/A
US,Loma Linda University,2074,United States of America,Americas,#N/A
US,Long Island University,2074,United States of America,Americas,#N/A
US,"Long Island University, C.W. Post Campus",2074,United States of America,Americas,#N/A
US,"Long Island University, Southampton College",2074,United States of America,Americas,#N/A
US,Longwood College,2074,United States of America,Americas,#N/A
US,Loras College,2074,United States of America,Americas,#N/A
US,Los Angeles College of Chiropractic,2074,United States of America,Americas,#N/A
US,Louisiana Baptist University,2074,United States of America,Americas,#N/A
US,Louisiana College,2074,United States of America,Americas,#N/A
US,Louisiana State University and Agricultural and Mechanical College,2074,United States of America,Americas,#N/A
US,Louisiana State University at Alexandria,2074,United States of America,Americas,#N/A
US,Louisiana State University at Eunice,2074,United States of America,Americas,#N/A
US,Louisiana State University Health Sciences Center New Orleans,2074,United States of America,Americas,#N/A
US,Louisiana State University in Shreveport,2074,United States of America,Americas,#N/A
US,Louisiana Tech University,2074,United States of America,Americas,#N/A
US,Lourdes College,2074,United States of America,Americas,#N/A
US,Loyola College in Maryland,2074,United States of America,Americas,#N/A
US,Loyola Marymount University,2074,United States of America,Americas,#N/A
US,Loyola University New Orleans,2074,United States of America,Americas,#N/A
US,Loyola University of Chicago,2074,United States of America,Americas,#N/A
US,Lubbock Christian University,2074,United States of America,Americas,#N/A
US,Lutheran Bible Institute of Seattle,2074,United States of America,Americas,#N/A
US,Luther College,2074,United States of America,Americas,#N/A
US,Lycoming College,2074,United States of America,Americas,#N/A
US,Lynchburg College,2074,United States of America,Americas,#N/A
US,Lyndon State College,2074,United States of America,Americas,#N/A
US,Lynn University,2074,United States of America,Americas,#N/A
US,Lyon College,2074,United States of America,Americas,#N/A
US,Macalester College,2074,United States of America,Americas,#N/A
US,MacMurray College,2074,United States of America,Americas,#N/A
US,Macon State College,2074,United States of America,Americas,#N/A
US,Madison University (Distance Education),2074,United States of America,Americas,#N/A
US,Madonna University,2074,United States of America,Americas,#N/A
US,Maharishi University of Management,2074,United States of America,Americas,#N/A
US,Maine College of Art,2074,United States of America,Americas,#N/A
US,Maine Maritime Academy,2074,United States of America,Americas,#N/A
US,Malone College,2074,United States of America,Americas,#N/A
US,Manchester College,2074,United States of America,Americas,#N/A
US,Manhattan Christian College,2074,United States of America,Americas,#N/A
US,Manhattan College,2074,United States of America,Americas,#N/A
US,Manhattan School of Music,2074,United States of America,Americas,#N/A
US,Manhattanville College,2074,United States of America,Americas,#N/A
US,Mankato State University,2074,United States of America,Americas,#N/A
US,Mansfield University of Pennsylvania,2074,United States of America,Americas,#N/A
US,Maranatha Baptist Bible College,2074,United States of America,Americas,#N/A
US,Marian College,2074,United States of America,Americas,#N/A
US,Marian College of Fond Du Lac,2074,United States of America,Americas,#N/A
US,Marietta College,2074,United States of America,Americas,#N/A
US,Marist College,2074,United States of America,Americas,#N/A
US,Marlboro College,2074,United States of America,Americas,#N/A
US,Marquette University,2074,United States of America,Americas,#N/A
US,Marshall University,2074,United States of America,Americas,#N/A
US,Mars Hill College,2074,United States of America,Americas,#N/A
US,Martin Luther College,2074,United States of America,Americas,#N/A
US,Martin Methodist College,2074,United States of America,Americas,#N/A
US,Martin University,2074,United States of America,Americas,#N/A
US,Mary Baldwin College,2074,United States of America,Americas,#N/A
US,Marycrest International University,2074,United States of America,Americas,#N/A
US,Marygrove College,2074,United States of America,Americas,#N/A
US,Marylhurst University,2074,United States of America,Americas,#N/A
US,Marymount College New York,2074,United States of America,Americas,#N/A
US,Marymount Manhattan College,2074,United States of America,Americas,#N/A
US,Marymount University,2074,United States of America,Americas,#N/A
US,Maryville College,2074,United States of America,Americas,#N/A
US,Maryville University of St. Louis,2074,United States of America,Americas,#N/A
US,Mary Washington College,2074,United States of America,Americas,#N/A
US,Marywood University,2074,United States of America,Americas,#N/A
US,Massachusetts College of Art,2074,United States of America,Americas,#N/A
US,Massachusetts College of Liberal Arts,2074,United States of America,Americas,#N/A
US,Massachusetts College of Pharmacy and Allied Health Sciences,2074,United States of America,Americas,#N/A
US,Massachusetts Institute of Technology,2074,United States of America,Americas,#N/A
US,Massachusetts Maritime Academy,2074,United States of America,Americas,#N/A
US,Massachusetts School of Professional Psychology,2074,United States of America,Americas,#N/A
US,Mayo Graduate School,2074,United States of America,Americas,#N/A
US,Mayo Medical School,2074,United States of America,Americas,#N/A
US,Mayville State University,2074,United States of America,Americas,#N/A
US,McKendree College,2074,United States of America,Americas,#N/A
US,McMurry University,2074,United States of America,Americas,#N/A
US,McNeese State University,2074,United States of America,Americas,#N/A
US,McPherson College,2074,United States of America,Americas,#N/A
US,Medaille College,2074,United States of America,Americas,#N/A
US,Medcenter One College of Nursing,2074,United States of America,Americas,#N/A
US,Medical College of Georgia,2074,United States of America,Americas,#N/A
US,Medical College of Ohio,2074,United States of America,Americas,#N/A
US,Medical College of Pennsylvania and Hahnemann University,2074,United States of America,Americas,#N/A
US,Medical College of Wisconsin,2074,United States of America,Americas,#N/A
US,Medical University of South Carolina,2074,United States of America,Americas,#N/A
US,Meharry Medical College,2074,United States of America,Americas,#N/A
US,Memphis College of Art,2074,United States of America,Americas,#N/A
US,Menlo College,2074,United States of America,Americas,#N/A
US,Mennonite College of Nursing,2074,United States of America,Americas,#N/A
US,Mercer University,2074,United States of America,Americas,#N/A
US,"Mercer University, Cecil B. Day Campus",2074,United States of America,Americas,#N/A
US,Mercy College,2074,United States of America,Americas,#N/A
US,Mercyhurst College,2074,United States of America,Americas,#N/A
US,Meredith College,2074,United States of America,Americas,#N/A
US,Merrimack College,2074,United States of America,Americas,#N/A
US,Mesa State College,2074,United States of America,Americas,#N/A
US,Messiah College,2074,United States of America,Americas,#N/A
US,Methodist College,2074,United States of America,Americas,#N/A
US,Metropolitan State College of Denver,2074,United States of America,Americas,#N/A
US,Metropolitan State University,2074,United States of America,Americas,#N/A
US,MGH Institute of Health Professions,2074,United States of America,Americas,#N/A
US,Miami Dade College,2074,United States of America,Americas,#N/A
US,Miami University of Ohio,2074,United States of America,Americas,#N/A
US,Miami University of Ohio - Hamilton,2074,United States of America,Americas,#N/A
