ISO_A2,University,Count,Country
RU,Adygeja State University,316,Russia
RU,Altai State Medical University,316,Russia
RU,Altai State Technical University,316,Russia
RU,Altai State University,316,Russia
RU,Amur State University,316,Russia
RU,Arhangelsk State Technical University,316,Russia
RU,Astrahan State Medical Academy,316,Russia
RU,Astrahan State Technical University,316,Russia
RU,Astrakhan State University,316,Russia
RU,Baikal National University of Economics and Law,316,Russia
RU,Baltic State Technical University,316,Russia
RU,Bashkir State Agrarian University,316,Russia
RU,Bashkir State Medical University,316,Russia
RU,Bashkir State Pedagogical University named After M. Akmullah,316,Russia
RU,Bashkir State University,316,Russia
RU,Bauman Moscow State Technical University,316,Russia
RU,Belgorod State Agricultural Academy,316,Russia
RU,Belgorod State Technical University,316,Russia
RU,Belgorod State University,316,Russia
RU,Birsk State Pedagogical Institute,316,Russia
RU,Biysk State Padagogical University after V.M. Shukshin ,316,Russia
RU,Bratsk State Technical University,316,Russia
RU,Brjansk State Technical University,316,Russia
RU,Burjat State University,316,Russia
RU,Cheljabinsk State Institute of Teacher Training,316,Russia
RU,Cheljabinsk State University,316,Russia
RU,Cheljabinsk University of Agricultural Engineering,316,Russia
RU,Chuvash State University,316,Russia
RU,Dagestan State University,316,Russia
RU,Don State Agrarian University,316,Russia
RU,Don State Technical University,316,Russia
RU,"Dubna International University for Nature, Society and Man",316,Russia
RU,East-Siberian State Institute of Culture,316,Russia
RU,East-Siberian State University,316,Russia
RU,East-Siberian State University of Technology,316,Russia
RU,European University at St.Petersburg,316,Russia
RU,Far Easten State University of Humanities,316,Russia
RU,Far Eastern State Technical Fisheries University,316,Russia
RU,Far Eastern State Technical University,316,Russia
RU,Far Eastern State University,316,Russia
RU,Far East State Transport University,316,Russia
RU,Finance Academy,316,Russia
RU,Gnesins Russian Academy of Music,316,Russia
RU,Gorno-Altaisk State University,316,Russia
RU,Gubkin Russian State University of Oil and Gas,316,Russia
RU,Herzen State Pedagogical University of Russia,316,Russia
RU,Higher School of Economics,316,Russia
RU,Immanuel Kant State University of Russia,316,Russia
RU,I.M. Sechenov Moscow Medical Academy,316,Russia
RU,Institute for the Economy in Transition,316,Russia
RU,Institute of Business and Politics,316,Russia
RU,Institute of Management and Economy,316,Russia
RU,"International Banking Institute, St. Petersburg",316,Russia
RU,International East-European University,316,Russia
RU,"International University of Engineering, Moscow",316,Russia
RU,"International University of Fundamental Studies, St. Petersburg",316,Russia
RU,Irkutsk State Academy of Economics,316,Russia
RU,Irkutsk State Technical University,316,Russia
RU,Irkutsk State University,316,Russia
RU,Ivanovo State Academy of Medicine,316,Russia
RU,Ivanovo State Power University,316,Russia
RU,Ivanovo State Textile Academy,316,Russia
RU,Ivanovo State University,316,Russia
RU,Ivanovo State University of Chemistry and Technology,316,Russia
RU,Izhevsk State Technical University,316,Russia
RU,Jewish University in Moscow,316,Russia
RU,Kabardino-Balkarian State University,316,Russia
RU,Kaliningrad State Technical University,316,Russia
RU,Kalmyk State University,316,Russia
RU,Kaluga State Pedagogical University,316,Russia
RU,Kamchatka State University Vitus Bering,316,Russia
RU,Karelian State Pedagogical University,316,Russia
RU,Kazan State Academy of Architecture and Civil Engineering,316,Russia
RU,Kazan State Finance and Economics Institute ,316,Russia
RU,Kazan State Music Conservatory,316,Russia
RU,Kazan State Pedagogical University,316,Russia
RU,Kazan State University,316,Russia
RU,Kazan State University of Medicine,316,Russia
RU,Kazan State University of Technology,316,Russia
RU,Kemerovo State University,316,Russia
RU,Khabarovsk State Academy of Economics and Law,316,Russia
RU,Khabarovsk State University of Technology,316,Russia
RU,Komsomolsk-on-Amur State Technical University,316,Russia
RU,Kostroma State Technological University,316,Russia
RU,Krasnoyarsk State Technical University,316,Russia
RU,Kuban State University,316,Russia
RU,Kuban State University of Agriculture,316,Russia
RU,Kuban State University of Technology,316,Russia
RU,Kurgan International University,316,Russia
RU,Kursk State Medical University,316,Russia
RU,Kursk State Technical University,316,Russia
RU,Kursk State University,316,Russia
RU,Kuzbass State Technical University,316,Russia
RU,Linguistic University of Nizhny Novgorod,316,Russia
RU,Lipeck State Technical University,316,Russia
RU,Magnitogorsk State University,316,Russia
RU,Marij State Technical University,316,Russia
RU,Marij State University,316,Russia
RU,Maxim Gorky Institute of Literature,316,Russia
RU,Mendeleev Russian University of Chemical Technology,316,Russia
RU,Modern Institute of Managament,316,Russia
RU,Modern University for the Humanities,316,Russia
RU,Mordovian State University,316,Russia
RU,Moscow External University of the Humanities,316,Russia
RU,Moscow Institute of Physics and Technology,316,Russia
RU,Moscow International Higher Business School (MIRBIS),316,Russia
RU,Moscow P. I. Tchaikovsky Conservatory,316,Russia
RU,Moscow Power Engineering Institute (Technical University),316,Russia
RU,Moscow State Academy of Applied Biotechnology,316,Russia
RU,Moscow State Automobile and Road Technical University,316,Russia
RU,Moscow State Industrial University,316,Russia
RU,Moscow State Institute of International Relations MFA Russia (MGIMO-University),316,Russia
RU,"Moscow State Institute of Radiotechnics, Electronics and Automation (Technical University)",316,Russia
RU,Moscow State Institute of Steel and Alloys,316,Russia
RU,Moscow State Technical University of Civil Aviation,316,Russia
RU,Moscow State Textile University A.N. Kosygin,316,Russia
RU,Moscow State University,316,Russia
RU,Moscow State University M.V. Lomonosov,316,Russia
RU,Moscow State University of Civil Engineering,316,Russia
RU,Moscow State University of Commerce,316,Russia
RU,Moscow State University of Culture,316,Russia
RU,Moscow State University of Ecological Engineering,316,Russia
RU,"Moscow State University of Economics, Statistics and Informatics",316,Russia
RU,Moscow State University of Environmental Engineering,316,Russia
RU,Moscow State University of Forestry Engineering,316,Russia
RU,Moscow State University of Geodesy and Cartography,316,Russia
RU,Moscow State University of Railway Transport,316,Russia
RU,Moscow State University of Technology (Stankin),316,Russia
RU,Moscow Technical University of Informatics and Communication,316,Russia
RU,Moscow University Touro,316,Russia
RU,Murmansk State Technical University,316,Russia
RU,National Research University of Electronic Technology,316,Russia
RU,Nayanova University,316,Russia
RU,Nevsky Institute of Language and Culture,316,Russia
RU,New Economic School,316,Russia
RU,"NGO Vladikavkaz Institute of Economics, Management, and Law",316,Russia
RU,Nizhny Novgorod State Academy of Medicine,316,Russia
RU,Nizhny Novgorod State Architectural - Building University,316,Russia
RU,Nizhny Novgorod State Technical University,316,Russia
RU,Nizhny Novgorod State University,316,Russia
RU,Northern State Medical University,316,Russia
RU,North Ossetian State University,316,Russia
RU,North-West State Technical University,316,Russia
RU,Novgorod State University,316,Russia
RU,Novosibirsk State Academy of Economics and Mangement,316,Russia
RU,Novosibirsk State Agricultural University,316,Russia
RU,Novosibirsk State Medical Academy,316,Russia
RU,Novosibirsk State Music Academy M. Glinka,316,Russia
RU,Novosibirsk State Technical University,316,Russia
RU,Novosibirsk State University,316,Russia
RU,Obninsk State Technical University for Nuclear Power Engineering,316,Russia
RU,Omsk State Agrarian University,316,Russia
RU,Omsk State Medicical Academy,316,Russia
RU,Omsk State Pedagogical University,316,Russia
RU,Omsk State Technical University,316,Russia
RU,Omsk State Transport University,316,Russia
RU,Omsk State University,316,Russia
RU,Orenburg State University,316,Russia
RU,Oriental University,316,Russia
RU,Penza State University,316,Russia
RU,People' s Friendship University of Russia,316,Russia
RU,Perm State Academy of Agriculture,316,Russia
RU,Perm State Medical Academy,316,Russia
RU,Perm State Pedagogical University,316,Russia
RU,Perm State Pharmaceutical Academy,316,Russia
RU,Perm State Technical University,316,Russia
RU,Perm State University,316,Russia
RU,Petrozavodsk State University,316,Russia
RU,Pjatigorsk State Linguistic University,316,Russia
RU,Plekhanov Russian Academy of Economics,316,Russia
RU,Pomorsk State University,316,Russia
RU,Pomor State University,316,Russia
RU,Rostov State Medical University,316,Russia
RU,Rostov State University,316,Russia
RU,Russian Academy of Arts,316,Russia
RU,Russian Academy of Theatre Arts,316,Russia
RU,"Russian Customs Academy, Vladivostok Branch",316,Russia
RU,Russian State Geological Prospecting University ,316,Russia
RU,Russian State Hydrometeorological University,316,Russia
RU,Russian State Medical University,316,Russia
RU,Russian State University for the Humanities,316,Russia
RU,Ryazan State Pedagogical University,316,Russia
RU,Rybinsk State Academy of Aviational Technology,316,Russia
RU,Sakhalin State University,316,Russia
RU,Samara State Academy for Railway Transportation,316,Russia
RU,Samara State Academy of Architecture and Civil Engineering,316,Russia
RU,Samara State Aerospace University,316,Russia
RU,Samara State Agricultural Academy,316,Russia
RU,Samara State Medical University,316,Russia
RU,Samara State Technical University,316,Russia
RU,Samara State University,316,Russia
RU,Samara State University of Economics,316,Russia
RU,Samara State University of Teacher Training,316,Russia
RU,Saratov State Academy of Law,316,Russia
RU,Saratov State Agrarian University,316,Russia
RU,Saratov State Medical University,316,Russia
RU,Saratov State Socio-Economic University,316,Russia
RU,Saratov State Technical University,316,Russia
RU,Saratov State University,316,Russia
RU,Siberian Academy of Public Services,316,Russia
RU,Siberian State Industrial University,316,Russia
RU,Siberian State Medical University,316,Russia
RU,Siberian State Transport University,316,Russia
RU,Siberian State University of Telecommunications and Informatics,316,Russia
RU,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,316,Russia
RU,Smolensk Humanitarian University,316,Russia
RU,Smolensk State Medical Academy,316,Russia
RU,Smolny University,316,Russia
RU,Southern Ural State University,316,Russia
RU,State Maritine Academy,316,Russia
RU,State University of Aerospace Technologies,316,Russia
RU,State University of Management,316,Russia
RU,Stavropol State Technical University,316,Russia
RU,Stavropol State University,316,Russia
RU,Sterlitamak State Pedagogical Institute,316,Russia
RU,St. Petersburg Institute of Arts and Restoration,316,Russia
RU,St. Petersburg Institute of Sales Management and Economics,316,Russia
RU,St. Petersburg Repin State Academic Institute of Painting Sculpture and Achitecture,316,Russia
RU,St. Petersburg State Academy for Engineering Economics (ENGECON),316,Russia
RU,St. Petersburg State Agrarian University,316,Russia
RU,St. Petersburg State Chemical Pharmaceutical Academy,316,Russia
RU,St. Petersburg State Cinema and TV University,316,Russia
RU,St. Petersburg State Conservatory,316,Russia
RU,St. Petersburg State Electrotechnical University,316,Russia
RU,St. Petersburg State Forest-Technical Academy,316,Russia
RU,St. Petersburg State Institute of Technology (Technological University),316,Russia
RU,St. Petersburg State Marine Technical University,316,Russia
RU,St. Petersburg StateMechnikov  Medical Academy,316,Russia
RU,St. Petersburg State Medical Academy,316,Russia
RU,St. Petersburg State Mining Institute (Technical University),316,Russia
RU,St. Petersburg State Mountain Institut,316,Russia
RU,St. Petersburg State Pediatric Medical Academy,316,Russia
RU,St. Petersburg State Polytechnical University,316,Russia
RU,St. Petersburg State Technical University,316,Russia
RU,St. Petersburg State Technological University of Plant Polymers,316,Russia
RU,St. Petersburg State Theatre Arts Academy,316,Russia
RU,St. Petersburg State University,316,Russia
RU,St. Petersburg State University of Aerospace Instrumentation,316,Russia
RU,St. Petersburg State University of Architecture and Civil Engineering,316,Russia
RU,St. Petersburg State University of Civil Aviation,316,Russia
RU,St. Petersburg State University of Culture and Arts,316,Russia
RU,St. Petersburg State University of Culture and Arts,316,Russia
RU,St. Petersburg State University of Economics and Finance,316,Russia
RU,St. Petersburg State University of Engineering and Economics,316,Russia
RU,"St. Petersburg State University of Information Technologies, Mechanics and Optics",316,Russia
RU,St. Petersburg State University of Technology and Design,316,Russia
RU,St. Petersburg State University of Telecommunication,316,Russia
RU,St. Petersburg State University of Waterway Communications,316,Russia
RU,Surgut State University,316,Russia
RU,Syktyvkar State University,316,Russia
RU,Taganrog State Pedagogical Institute,316,Russia
RU,Taganrog State University of Radioengineering,316,Russia
RU,Tambov State Technical University,316,Russia
RU,Timirjazev Moscow Academy of Agricultutre,316,Russia
RU,Togliatti State University,316,Russia
RU,Tomsk Polytechnic University,316,Russia
RU,Tomsk State Pedagogical University,316,Russia
RU,Tomsk State University,316,Russia
RU,Tomsk State University of Architecture and Building,316,Russia
RU,Tomsk State University of Control Systems and Radioelectronics,316,Russia
RU,Tula State University,316,Russia
RU,Tuva State University,316,Russia
RU,Tver State Medical Academy,316,Russia
RU,Tver State Technical University,316,Russia
RU,Tver State University,316,Russia
RU,Tyumen State Agricultural Academy,316,Russia
RU,Tyumen State University,316,Russia
RU,Tyumen State University of Gas and Oil,316,Russia
RU,Udmurt State University,316,Russia
RU,Ufa State Aviation Technical University,316,Russia
RU,Ufa State Institute of Arts,316,Russia
RU,Ufa State Petroleum Technological University,316,Russia
RU,Ukhta State Technical University,316,Russia
RU,Ulyanovsk Higher School of Civil Aviation,316,Russia
RU,Ulyanovsk State Agricultural Academy,316,Russia
RU,Ulyanovsk State Pedagogical University,316,Russia
RU,Ulyanovsk State Technical University,316,Russia
RU,Ulyanovsk State University,316,Russia
RU,Ural Academy of Public Administration,316,Russia
RU,Ural Gorkij State University,316,Russia
RU,Ural State Academy of Architecture and Arts,316,Russia
RU,Ural State Academy of Law,316,Russia
RU,Ural State Academy of Mining and Geology,316,Russia
RU,Ural State Academy of Railway Transport,316,Russia
RU,Ural State Conservatory,316,Russia
RU,Ural State Forestry Technical Academy,316,Russia
RU,Ural State Technical University,316,Russia
RU,Ural State University of Economics,316,Russia
RU,Vaganova Academy of Russian Ballet,316,Russia
RU,Vladimir State University,316,Russia
RU,Vladivostock State University of Economics,316,Russia
RU,Volga State Academy of Water Transport,316,Russia
RU,Volgograd Medical Academy,316,Russia
RU,Volgograd State Academy of Physical Education,316,Russia
RU,Volgograd State Pedagogical University,316,Russia
RU,Volgograd State Technical University,316,Russia
RU,Volgograd State University,316,Russia
RU,Volgograd State University of Architecture and Civil Engineering (VolgGASU),316,Russia
RU,Vologda State Pedagogical University,316,Russia
RU,Voronezh State Academy of Technology,316,Russia
RU,Voronezh State Agricultural University,316,Russia
RU,Voronezh State Medical Academy,316,Russia
RU,Voronezh State Pedagogical University,316,Russia
RU,Voronezh State Technical University,316,Russia
RU,Voronezh State University,316,Russia
RU,Vyatka State Pedagogical University,316,Russia
RU,Yakutsk State University,316,Russia
RU,Yaroslavl International University of Business and New Technologies,316,Russia
RU,Yaroslavl State Medical Academy,316,Russia
RU,Yaroslavl State Pedagogical University,316,Russia
RU,Yaroslavl State Technical University,316,Russia
RU,Yaroslavl State Theatre Institute,316,Russia
RU,Yaroslavl State University,316,Russia
RU,Yelets State University,316,Russia
RU,Yugra State University,316,Russia
RO,1 December University of Alba Iulia,62,Romania
RO,Academia de Studii Economice din Bucuresti,62,Romania
RO,Academia Tehnica Militara,62,Romania
RO,"Academy of Arts ""George Enescu"" Iasi",62,Romania
RO,"Academy of Music ""Georghe Dima"" Cluj-Napoca",62,Romania
RO,AISTEDA,62,Romania
RO,Babes-Bolyai University of Cluj-Napoca,62,Romania
RO,Banat's University of Agricultural Sciences,62,Romania
RO,Constantin Brancoveanu University Pitesti,62,Romania
RO,Emanuel University,62,Romania
RO,"Institute of Architecture ""Ion Mincu"" Bucharest",62,Romania
RO,Maritime University Constanta,62,Romania
RO,National Academy for Physical Education and Sports Bucharest,62,Romania
RO,National School of Political and Administrative Studies Bucharest,62,Romania
RO,National University of Arts,62,Romania
RO,National University of Music,62,Romania
RO,National University of Theater and Film Arts,62,Romania
RO,North University of Baia Mare,62,Romania
RO,Oradea University,62,Romania
RO,Petru Maior University of Targu Mures,62,Romania
RO,Romanian-American University,62,Romania
RO,Spiru Haret University,62,Romania
RO,Targu-Mures University of Theatre,62,Romania
RO,Technical University of Civil Engineering Bucharest,62,Romania
RO,Technical University of Cluj-Napoca,62,Romania
RO,Technical University of Iasi,62,Romania
RO,Technical University of Timisoara,62,Romania
RO,"Universitatea de Vest ""Vasile Goldi&#351;"" ",62,Romania
RO,"University ""Aurel Vlaicu"" Arad",62,Romania
RO,University Lucian Blaga of Sibiu,62,Romania
RO,University of Agriculture and Veterinary Medicine Bucharest,62,Romania
RO,University of Agriculture and Veterinary Medicine Cluj-Napoca,62,Romania
RO,University of Agriculture and Veterinary Medicine Iasi,62,Romania
RO,University of Agriculture and Veterinary Medicine Timisoara,62,Romania
RO,University of Art and Design Cluj-Napoca,62,Romania
RO,University of Bacau,62,Romania
RO,University of Bucharest,62,Romania
RO,University of Constanta,62,Romania
RO,University of Constanta Medical School,62,Romania
RO,University of Craiova,62,Romania
RO,University of Galatzi,62,Romania
RO,University of Iasi,62,Romania
RO,University of Medicine and Pharmacology of Oradea,62,Romania
RO,University of Medicine and Pharmacy of Bucharest,62,Romania
RO,University of Medicine and Pharmacy of Cluj-Napoca,62,Romania
RO,University of Medicine and Pharmacy of Iasi,62,Romania
RO,University of Medicine and Pharmacy of Targu Mures,62,Romania
RO,University of Medicine and Pharmacy of Timisoara,62,Romania
RO,University of Oradea,62,Romania
RO,University of Petrosani,62,Romania
RO,University of Pitesti,62,Romania
RO,University of Resita,62,Romania
RO,University of Sibiu,62,Romania
RO,University of Suceava,62,Romania
RO,University of Targu Jiu,62,Romania
RO,University Oil- Gas Ploiesti,62,Romania
RO,"University ""Petre Andrei"" Iasi",62,Romania
RO,University Politehnica of Bucharest,62,Romania
RO,"University ""Titu Maiorescu""",62,Romania
RO,"University ""Transilvany"" of Brasov",62,Romania
RO,Valahia University of Targoviste,62,Romania
RO,West University of Timisoara,62,Romania
RE,Université de la Reunion,1,Réunion
QA,Northwestern University In Qatar,2,Qatar
QA,University of Qatar,2,Qatar
PR,Caribbean University,26,Puerto Rico
PR,Centro de Estudios Avanzados de Puerto Rico y el Caribe,26,Puerto Rico
PR,Pontificia Universidad Catolica de Puerto Rico,26,Puerto Rico
PR,San Juan Bautista School of Medicine,26,Puerto Rico
PR,Sistema Universitario Ana G. Méndez,26,Puerto Rico
PR,Universidad Central de Bayamón,26,Puerto Rico
PR,Universidad Central del Caribe,26,Puerto Rico
PR,Universidad del Sagrado Corazon,26,Puerto Rico
PR,Universidad del Turabo,26,Puerto Rico
PR,Universidad de Puerto Rico,26,Puerto Rico
PR,"Universidad de Puerto Rico, Aguadilla",26,Puerto Rico
PR,"Universidad de Puerto Rico, Arecibo",26,Puerto Rico
PR,"Universidad de Puerto Rico, Bayamon",26,Puerto Rico
PR,"Universidad de Puerto Rico, Carolina",26,Puerto Rico
PR,"Universidad de Puerto Rico, Cayey",26,Puerto Rico
PR,"Universidad de Puerto Rico, Ciencias Medicas",26,Puerto Rico
PR,"Universidad de Puerto Rico, Humacao",26,Puerto Rico
PR,"Universidad de Puerto Rico, Mayaguez",26,Puerto Rico
PR,"Universidad de Puerto Rico, Ponce",26,Puerto Rico
PR,"Universidad de Puerto Rico, Rio Pedras",26,Puerto Rico
PR,"Universidad de Puerto Rico, Utuado",26,Puerto Rico
PR,Universidad Interamericana de Puerto Rico,26,Puerto Rico
PR,"Universidad Interamericana de Puerto Rico, Bayamón",26,Puerto Rico
PR,"Universidad Interamericana de Puerto Rico, San Germán",26,Puerto Rico
PR,Universidad Metropolitana,26,Puerto Rico
PR,Universidad Politecnica de Puerto Rico,26,Puerto Rico
PT,Academia Nacional Superior de Orquesta,62,Portugal
PT,Escola Nautica Infante D. Henrique,62,Portugal
PT,Escola Superior de Artes e Design,62,Portugal
PT,Escola Superior de Hotelaria e Turismo do Estoril,62,Portugal
PT,European University Portugal,62,Portugal
PT,"Instituto de Artes Visuais, Design e Marketing - IADE",62,Portugal
PT,Instituto Piaget,62,Portugal
PT,Instituto Politécnico da Guarda,62,Portugal
PT,Instituto Politécnico de Beja,62,Portugal
PT,Instituto Politécnico de Bragança,62,Portugal
PT,Instituto Politécnico de Castelo Branco,62,Portugal
PT,Instituto Politécnico de Coimbra,62,Portugal
PT,Instituto Politécnico de Leiria,62,Portugal
PT,Instituto Politécnico de Lisboa,62,Portugal
PT,Instituto Politécnico de Portalegre,62,Portugal
PT,Instituto Politécnico de Santarém,62,Portugal
PT,Instituto Politécnico de Setúbal,62,Portugal
PT,Instituto Politécnico de Tomar,62,Portugal
PT,Instituto Politécnico de Viana do Castelo,62,Portugal
PT,Instituto Politécnico do Cávado e do Ave,62,Portugal
PT,Instituto Politecnico do Porto,62,Portugal
PT,Instituto Superior Bissaya Barreto,62,Portugal
PT,Instituto Superior D. Afonso III - INUAF,62,Portugal
PT,Instituto Superior de Assistentes e Intérpretes,62,Portugal
PT,Instituto Superior de Ciências do Trabalho e da Empresa,62,Portugal
PT,Instituto Superior de Ciências Educativas,62,Portugal
PT,Instituto Superior de Ciências Empresariais e de Turismo,62,Portugal
PT,Instituto Superior de Entre Douro e Vouga,62,Portugal
PT,Instituto Superior de Gestão - ISG,62,Portugal
PT,Instituto Superior de Informática e Gestão,62,Portugal
PT,Instituto Superior de Línguas e Administração,62,Portugal
PT,Instituto Superior de Paços de Brandão,62,Portugal
PT,Instituto Superior de Psicologia Aplicada,62,Portugal
PT,Instituto Superior de Saúde do Alto Ave,62,Portugal
PT,Instituto Superior de Tecnologias Avançadas - ISTEC,62,Portugal
PT,Instituto Superior de Transportes e Comunicações,62,Portugal
PT,Instituto Superior Novas Profissões - INP,62,Portugal
PT,Instituto Superior Politécnico Gaya,62,Portugal
PT,Universidade Aberta Lisboa,62,Portugal
PT,Universidade Atlântica,62,Portugal
PT,Universidade Autónoma de Lisboa Luís de Camoes,62,Portugal
PT,Universidade Catolica Portuguesa,62,Portugal
PT,Universidade da Beira Interior,62,Portugal
PT,Universidade da Madeira,62,Portugal
PT,Universidade de Aveiro,62,Portugal
PT,Universidade de Coimbra,62,Portugal
PT,Universidade de Evora,62,Portugal
PT,Universidade de Lisboa,62,Portugal
PT,Universidade de Tras-os-Montes e Alto Douro,62,Portugal
PT,Universidade do Algarve,62,Portugal
PT,Universidade do Minho,62,Portugal
PT,Universidade do Porto,62,Portugal
PT,Universidade dos Acores,62,Portugal
PT,Universidade Fernando Pessoa,62,Portugal
PT,Universidade Independente,62,Portugal
PT,Universidade Internacional Lisboa,62,Portugal
PT,Universidade Lusiada,62,Portugal
PT,Universidade Lusófona de Humanidades e Technologias,62,Portugal
PT,Universidade Moderna de Lisboa,62,Portugal
PT,Universidade Nova de Lisboa,62,Portugal
PT,Universidade Portucalense Infante D. Henrique,62,Portugal
PT,Universidade Tecnica de Lisboa,62,Portugal
PL,Academy of Economics in Cracow,131,Poland
PL,Academy of Economics in Katowice,131,Poland
PL,Academy of Economics in Poznan,131,Poland
PL,Academy of Economics in Wroclaw,131,Poland
PL,Academy of Humanities and Economics in Lodz,131,Poland
PL,"Academy of International Economic and Political Relations, Gdynia",131,Poland
PL,Adam Mickiewicz University of Poznan,131,Poland
PL,AGH University of Science and Technology,131,Poland
PL,Agricultural-Technical Academy in Olsztyn,131,Poland
PL,Agricultural University of Cracow,131,Poland
PL,Agricultural University of Lublin,131,Poland
PL,Agricultural University of Poznan,131,Poland
PL,Agricultural University of Szczecin,131,Poland
PL,Agricultural University of Warsaw,131,Poland
PL,Agricultural University of Wroclaw,131,Poland
PL,Akademia Podlaska,131,Poland
PL,Aleksander Gieysztor School of Humanities in Pultusk,131,Poland
PL,Aleksander Zelwerowicz State Theatre Academy,131,Poland
PL,Andrzej Frycz Modrzewski Cracow College,131,Poland
PL,Cardinal Stefan Wyszynski University in Warsaw,131,Poland
PL,Catholic University of Lublin,131,Poland
PL,Christian Theological Academy in Warszaw,131,Poland
PL,College of Computer Science in Lodz,131,Poland
PL,Collegium Civitas,131,Poland
PL,European Academy of Arts in Warsaw,131,Poland
PL,Fine Arts Academy in Gdansk,131,Poland
PL,Fine Arts Academy in Katowice,131,Poland
PL,Fine Arts Academy in Poznan,131,Poland
PL,Fine Arts Academy in Warsaw,131,Poland
PL,Fine Arts Academy in Wroclaw,131,Poland
PL,"Fine Arts Academy ""Jan Matejko"" in Cracow",131,Poland
PL,Fine Arts Academy Wladyslaw Strzeminski in Lodz,131,Poland
PL,French Institute of Management,131,Poland
PL,Gdansk Management College,131,Poland
PL,Gdynia Maritime Academy,131,Poland
PL,Higher School o Business in Tarnow,131,Poland
PL,Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,131,Poland
PL,Jagiellonian University Cracow,131,Poland
PL,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,131,Poland
PL,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,131,Poland
PL,Katowice School of Economics,131,Poland
PL,Lazarski School of Commerce and Law,131,Poland
PL,Leon Kozminski Academy of Entrepreneurship and Mangement,131,Poland
PL,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,131,Poland
PL,Ludwik Solski State Academy of Theatre in Cracow,131,Poland
PL,Maria Curie-Sklodowska University Lublin,131,Poland
PL,Maria Grzegorzewska College for Special Education,131,Poland
PL,Maritime University in Szczecin,131,Poland
PL,Medical Academy in Bialystok,131,Poland
PL,Medical Academy in Gdansk,131,Poland
PL,Medical Academy in Lodz,131,Poland
PL,Medical Academy in Lublin,131,Poland
PL,Medical Academy in Warszawa,131,Poland
PL,Medical Academy in Wroclaw,131,Poland
PL,Medical Academy Karol Marcinkowski in Poznan,131,Poland
PL,Medical Academy Ludwik Rydygier in Bydgoszcz,131,Poland
PL,"Music Academy ""Felix Nowowiejski"" in Bydgoszcz",131,Poland
PL,"Music Academy ""Fryderyk Chopin"" in Warszaw",131,Poland
PL,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",131,Poland
PL,Music Academy in Cracow,131,Poland
PL,Music Academy in Lodz,131,Poland
PL,"Music Academy ""Karol Lipinski"" in Wroclaw",131,Poland
PL,"Music Academy ""Karol Szymanowski"" in Katowice",131,Poland
PL,"Music Academy ""Stanislaw Moniuszko"" in Gdansk",131,Poland
PL,Nicolaus Copernicus University of Torun,131,Poland
PL,Pawel Wlodkowic University College in Plock,131,Poland
PL,Pedagogical University of Bydgoszcz,131,Poland
PL,Pedagogical University of Czestochowa,131,Poland
PL,Pedagogical University of Kielce,131,Poland
PL,Pedagogical University of Krakow,131,Poland
PL,Pedagogical University of Rzeszow,131,Poland
PL,Pedagogical University of Slupsk,131,Poland
PL,Pedagogical University of the Polish Association for Adult Education in Warsaw,131,Poland
PL,Pedagogical University of Zielona Gora,131,Poland
PL,"Physical Education Academy ""Eugeniusz Piasecki"" in Poznan",131,Poland
PL,Physical Education Academy in Katowice,131,Poland
PL,Physical Education Academy in Wroclaw,131,Poland
PL,"Physical Education Academy ""Jedrzej Sniadecki"" in Gdansk",131,Poland
PL,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",131,Poland
PL,Polish-Japanese Institute of Information Technology in Warsaw,131,Poland
PL,Polish Open University in Warsaw (WSZ/POU),131,Poland
PL,Polonia University in Czêstochowa,131,Poland
PL,Pomeranian Academy of Medicine in Szczecin,131,Poland
PL,Poznan School of Banking,131,Poland
PL,Poznan University of Life Sciences,131,Poland
PL,Ryszard Lazarski University of Commerce and Law in Warsaw,131,Poland
PL,School of Banking and Management in Cracow,131,Poland
PL,Silesian Academy of Medicine in Katowice,131,Poland
PL,Silesian School of Economics and Languages,131,Poland
PL,Silesian Technical University of Gliwice,131,Poland
PL,Staszic Pila College,131,Poland
PL,"State Film, Television and Theatre Higher School Leon Schiller in Lodz",131,Poland
PL,"Teacher Training College of Revalidation, Rehabilitation and Physical Education",131,Poland
PL,Technical University of Bialystok,131,Poland
PL,Technical University of Cracow,131,Poland
PL,Technical University of Czestochowa,131,Poland
PL,Technical University of Gdansk,131,Poland
PL,Technical University of Kielce,131,Poland
PL,Technical University of Koszalin,131,Poland
PL,Technical University of Lodz,131,Poland
PL,Technical University of Lublin,131,Poland
PL,Technical University of Opole,131,Poland
PL,Technical University of Poznan,131,Poland
PL,Technical University of Radom,131,Poland
PL,Technical University of Rzeszow,131,Poland
PL,Technical University of Szczecin,131,Poland
PL,Technical University of Warsaw,131,Poland
PL,Technical University of Wroclaw,131,Poland
PL,Technical University of Zielona Gora,131,Poland
PL,University of Bialystok,131,Poland
PL,University of Finance and Management in Bialystok,131,Poland
PL,University of Gdansk,131,Poland
PL,University of Information Technology and Management in Rzeszow,131,Poland
